图片链接,,谣言内容,谣言来源,发布时间
https://pqnoss.kepuchina.cn/piyao/image/2020/05/06/68.jpg,2396,药片掰开使用会影响药物的疗效吗？,科普中国-科学为你解疑释惑,2020/5/6
https://pqnoss.kepuchina.cn/piyao/image/2020/05/06/69.jpg,2397,食用腌菜易患癌吗？亚硝酸盐的利弊你了解么,科普中国-科学为你解疑释惑,2020/5/6
https://pqnoss.kepuchina.cn/piyao/image/2020/05/06/41.jpg,2409,电子烟并非戒烟利器?其尼古丁含量仍可致瘾,科普中国-科学为你解疑释惑,2020/5/6
https://pqnoss.kepuchina.cn/piyao/image/2020/05/06/44.jpg,2412,春季要多敷面膜多清洁？小心走入护肤误区,科普中国-科学为你解疑释惑,2020/5/6
https://pqnoss.kepuchina.cn/piyao/image/2020/05/06/46.jpg,2414,产后立刻喝浓汤？真相：小心产妇、宝宝"双双受损",科普中国-科学为你解疑释惑,2020/5/6
https://pqnoss.kepuchina.cn/piyao/image/2020/05/06/17.jpg,2425,“咖啡致癌”好吓人?先来看看这些知识再判断,科普中国-科学为你解疑释惑,2020/5/6
https://pqnoss.kepuchina.cn/piyao/image/2020/05/06/24.jpg,2432,爆炒的菜吃着更香？不会美味太多却易增加致癌物质,科普中国-科学为你解疑释惑,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/14/image/bb04cf.jpg,2447,小强真的“打不死”吗？,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/14/image/8abcb3.jpg,2448,周末补觉可以还熬夜债吗？你想多了,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/14/image/0d0c9a.jpg,2449,“干洗”真的有毒吗？,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/14/image/de6d53.jpg,2450,喝蜂蜜能预防蛀牙？答案正相反,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/14/image/4e3320.jpg,2451,没有食物链，就真的没有杀害？,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/13/image/5d1884.jpg,2452,乡村长大的孩子，就更喜欢大自然吗？,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/13/image/105a0f.jpg,2454,围脖能保护甲状腺免受核辐射吗？,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/13/image/c48556.jpg,2455,高压电线下真的不能打手机吗?,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/13/image/330249.jpg,2456,大象公墓真的存在吗？,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/13/image/4efce7.jpg,2457,秋天到了，台风就会消停了吗？,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/13/image/e51920.jpg,2458,运动饮料真的有益健康？,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/13/image/a08a31.jpg,2459,富兰克林真的做了风筝实验吗？,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/10/image/0a0b77.jpg,2460,不锈钢杯子泡茶有害健康？,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/10/image/38a4fc.jpg,2461,鹅蛋解胎毒？穿山甲下奶？......这是哺乳还是修仙？,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/10/image/7d38e8.jpg,2462,负面情绪会让身体产生毒素吗？,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/06/10/image/5061e6.jpg,2463,黑暗中玩手机，容易患黄斑变性？,科普中国-我是科学家,2020/5/6
https://pqnoss.kepuchina.cn/2020/05/01/11/image/1c610a.jpg,2464,辟谣：春后下雪了小麦就不要管理？,科普中国-智慧农民,2020/5/1
https://pqnoss.kepuchina.cn/2020/05/01/11/image/4719c7.jpg,2465,辟谣：持续高温 水稻稻曲病不会发生？,科普中国-智慧农民,2020/5/1
https://pqnoss.kepuchina.cn/2020/05/01/11/image/4def60.jpg,2466,辟谣：草莓茎秆发红一定是病害导致？,科普中国-智慧农民,2020/5/1
https://pqnoss.kepuchina.cn/2020/05/01/11/image/02aed9.jpg,2467,辟谣：生物菌肥、生物菌剂里的有机质能达到90%？,科普中国-智慧农民,2020/5/1
https://pqnoss.kepuchina.cn/2020/05/01/11/image/bccf96.jpg,2468,辟谣：大豆自己能固氮，种植时不需要再施氮肥？,科普中国-智慧农民,2020/5/1
https://pqnoss.kepuchina.cn/2020/05/01/11/image/302ef1.jpg,2469,辟谣：农民使用农家有机肥种出的蔬菜水果细菌多？,科普中国-智慧农民,2020/5/1
https://pqnoss.kepuchina.cn/2020/05/01/11/image/1dbc97.jpg,2470,辟谣：樱桃膨大期施钾肥有增强口感作用？,科普中国-智慧农民,2020/5/1
https://pqnoss.kepuchina.cn/2020/05/01/11/image/cd12ec.jpg,2471,辟谣：尿素露地暴晒几天会提高肥效？,科普中国-智慧农民,2020/5/1
https://pqnoss.kepuchina.cn/2020/05/01/11/image/8a6711.jpg,2472,辟谣：小麦种植需提前10天拌种？,科普中国-智慧农民,2020/5/1
https://pqnoss.kepuchina.cn/2020/05/01/11/image/c47bff.jpg,2473,辟谣：西瓜别用保鲜膜，细菌含量会升高？,科普中国-智慧农民,2020/5/1
https://pqnoss.kepuchina.cn/2020/05/01/11/image/9b5d4e.jpg,2475,辟谣：红心柚真的是激素注射得来的吗？,科普中国-智慧农民,2020/5/1
https://pqnoss.kepuchina.cn/2020/05/01/11/image/c9242d.jpg,2476,辟谣：小麦过冬前浇水会把小麦冻死？,科普中国-智慧农民,2020/5/1
https://pqnoss.kepuchina.cn/2020/04/30/15/image/a5c25d.jpg,2478,百慕大魔鬼三角的灵异事件，到底骗了你多少年？,科普中国-我是科学家,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/15/image/a2cdf6.jpg,2479,疫苗，打还是不打？,科普中国-我是科学家,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/15/image/092b22.jpg,2481,辟谣：庄稼产量不高都是天气原因？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/15/image/6b8663.jpg,2482,辟谣：茄果类蔬菜营养低？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/47a256.jpg,2483,辟谣：无公害、绿色、有机果品三者完全相同？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/5cb9b2.jpg,2484,辟谣：满园皆是同种果树才能结出又好又多的果实？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/28284a.jpg,2486,辟谣：速生鸡主要是靠激素催长的？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/9d7579.jpg,2488,辟谣：水果玉米每亩能挣几万元？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/ac9ef9.jpg,2489,辟谣：小麦早播产量高？小心坏处多！,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/3646ee.jpg,2490,辟谣：小麦成熟白穗是种子原因？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/27b892.jpg,2491,辟谣：农产品谣言都是源于农产品质量安全隐患？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/10e37c.jpg,2492,辟谣：传统育种技术比转基因技术更好？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/d9c019.jpg,2493,辟谣：转基因大豆导致中国人不育？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/ce58b2.jpg,2494,辟谣：中国重大活动坚决杜绝转基因食品？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/d20fb2.jpg,2495,辟谣：转基因食品不安全？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/c8dc61.jpg,2497,辟谣：叶面喷施磷酸二氢钾无效果？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/dd5701.jpg,2498,辟谣：杀虫剂毒死蜱已经被全面禁止使用？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/c8ccdf.jpg,2499,辟谣：禁止销售化肥农药已开始实施？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/00a501.jpg,2500,辟谣：无籽葡萄是转基因吗？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/24cf76.jpg,2501,辟谣：2019年农村拆迁新标准，补偿3300一平？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/14/image/3edef3.jpg,2502,辟谣：为了给香瓜增加甜度，常喷洒“增甜剂”？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/13/image/c06de6.jpg,2503,辟谣：农药残留=不安全?,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/11/image/6471a6.jpg,2504,辟谣：“顶花带刺”的黄瓜使用了雌激素或避孕药？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/10/image/668da5.jpg,2506,辟谣：农村烧麦秸和养猪会污染城市环境应全面禁止？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/10/image/ce50b7.jpg,2507,辟谣：1公斤顶40公斤尿素的“肥料”，真的有吗？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/10/image/a59b42.jpg,2508,辟谣：有多少化肥被人或者动物直接食用了？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/10/image/b37e5e.jpg,2509,辟谣：葡萄果实表面的白霉是农药残留？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/30/10/image/c7cf77.jpg,2510,辟谣：自己种的菜是最安全的？,科普中国-智慧农民,2020/4/30
https://pqnoss.kepuchina.cn/2020/04/29/16/image/a88400.jpg,2512,生孩子怕疼？来，无痛分娩了解一下,科普中国-科普文创,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/16/image/d2fe9a.jpg,2514,高原旅游时出现高原反应，到底该不该吸氧？,科普中国-科普文创,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/16/image/5c03ee.jpg,2516,喝骨头汤补钙？真相：汤里的钙含量跟自来水差不多！,科普中国-科普文创,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/16/image/9192bf.jpg,2517,流感=感冒？来听听专家怎么说吧,科普中国-科技前沿大师谈,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/16/image/7ed1b4.jpg,2518,温泉可以“泡”治百病吗,科普中国-科普文创,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/16/image/ba1dc4.jpg,2521,流言满天飞，你被这六个与“水”相关的流言忽悠过吗?,科普中国-科普文创,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/16/image/3bf6ea.jpg,2523,您所谓的刷牙和医生所谓的刷牙，究竟有何不同？,科普中国-科普文创,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/16/image/2393fb.jpg,2525,土方治疗鼻出血？小心中毒，医生建议这3点处理更靠谱,科普中国-科普文创,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/16/image/e8c969.jpg,2527,牙膏可以刷去幽门螺杆菌吗？,科普中国-科普文创,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/f4b72a.jpg,2530,得了狂犬病会学狗叫？小测验测测你对狂犬病知多少,科普中国-科普文创,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/de5e7c.jpg,2533,服用酵素，轻松月瘦十斤？,科普中国-科普文创,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/0e4922.jpg,2534,生完孩子痛经就能好了吗？,科普中国-科普文创,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/054f44.jpg,2535,阿司匹林到底饭前还是饭后吃？,科普中国-科普文创,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/9707ea.jpg,2536,产后天天绑腹带，真的能恢复完美身材？,科普中国-科普文创,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/5408f8.jpg,2540,月子里不能刷牙？宝妈可别犯傻！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/1c514e.jpg,2541,喝有水垢的水会得结石吗？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/71bf1d.jpg,2542,沐浴液或诱发乳腺癌？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/a14c71.jpg,2543,泡温泉护肤？效果和热水澡差不多吧,科普中国-科普融合创作,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/589de1.jpg,2544,孩子发烧捂捂汗就能好？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/aef211.jpg,2545,吃香蕉真能缓解便秘？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/21d542.jpg,2546,打呼噜就是睡得香？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/b0581c.jpg,2547,虹鳟也是三文鱼？养殖不如野生？,科普中国-科普融合创作,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/a2b36a.jpg,2549,仅靠头环就能检测注意力？,科普中国-科普融合创作,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/e90f57.jpg,2550,新生儿的乳头一定要挤？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/c60a65.jpg,2551,吃牛油果核就能治癌症？假的！,科普中国-科普融合创作,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/ca6bd5.jpg,2552,鱼刺卡喉，吞馒头能解决吗？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/15/image/5acbe7.jpg,2553,白发真的越拔越多？没那么可怕！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/edac72.jpg,2554,宝宝囟门碰不得？净胡扯！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/c79064.jpg,2555,吃猪蹄能美容？你想得美！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/41d7f8.jpg,2556,给个准话，拉伸到底能不能长高？,科普中国-科普融合创作,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/ef12b3.jpg,2557,酸儿辣女是真的吗？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/b8ab5b.jpg,2558,跑步更容易患上关节炎？,科普中国-科普融合创作,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/9c777e.jpg,2559,误吞的口香糖会黏住肠子？又被骗了！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/aa009c.jpg,2560,吃桑葚干可以“千杯不醉”？,科普中国-科普融合创作,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/b0e092.jpg,2561,一孕真的傻三年？别闹！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/3862aa.jpg,2562,先白酒后啤酒更容易喝醉？,科普中国-科普融合创作,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/f4df36.jpg,2563,绑腿真能预防O型腿？别太天真！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/99f0c4.jpg,2565,闻醋能预防感冒？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/a10755.jpg,2567,宝宝不吃盐会没力气？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/699100.jpg,2568,谷哥遥感拍照比中国小姐姐差远了,科普中国-科普融合创作,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/80caad.jpg,2569,啤酒肚是啤酒惹的祸？啤酒：我真冤,科普中国-科普融合创作,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/d1b9fb.jpg,2570,吃酱油会让皮肤伤口变黑？没根据！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/955706.jpg,2571,越吃越瘦？真的有负卡路里食物吗？,科普中国-科普融合创作,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/2e3d8e.jpg,2572,饥饿能饿死肿瘤？别傻了！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/1b8c43.jpg,2574,孩子磨牙是因为肚中有蛔虫？不一定！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/3c36b6.jpg,2575,近视加深？能用眼保健操抢救一下么,中国科学院计算机网络信息中心,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/60603c.jpg,2576,捏鼻子能让孩子鼻梁变挺？不靠谱！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/a383b6.jpg,2578,龙卷风究竟能否预报？,中国科学院计算机网络信息中心,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/f1647a.jpg,2579,你买过“包治百病”的黄金草吗？,中国科学院计算机网络信息中心,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/aa7ea8.jpg,2581,关于“超级真菌”你需要知道的真相,中国科学院计算机网络信息中心,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/4d9244.jpg,2582,喝酒暖身，你被忽悠了！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/14/image/c58d16.jpg,2583,“掐人中”真能救命？不靠谱！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/11/image/6f2f6f.jpg,2587,膳食脂肪，是敌是友？,中国科学院计算机网络信息中心,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/11/image/265d44.jpg,2588,什么是孕期正确的锻炼姿势？,中国科学院计算机网络信息中心,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/11/image/96904e.jpg,2591,“超级真菌”肆虐因抗真菌药滥用？,中国科学院计算机网络信息中心,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/11/image/e26bb8.jpg,2597,宝宝的脐带血是“废”还是“保”？,中国科学院计算机网络信息中心,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/11/image/7c4bae.jpg,2598,屁股大的女人好生养？别逗了！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/10/image/d61d83.jpg,2599,曾经的“戒烟神器”也进黑名单了？,中国科学院计算机网络信息中心,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/10/image/d06979.jpg,2600,眼镜越戴度数越深？净瞎扯！,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/10/image/d515bd.jpg,2601,小孩喝酒没关系？当心这个“杀手”,中国科学院计算机网络信息中心,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/10/image/939b01.jpg,2603,O型血容易招蚊子？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/10/image/5b24ff.jpg,2604,蛋黄颜色深等于有营养？,中国科学院计算机网络信息中心,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/10/image/2912ad.jpg,2605,电子烟无毒无害？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/10/image/dae3fb.jpg,2606,51款饼干被曝致癌物 还能放心吃吗,中国科学院计算机网络信息中心,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/10/image/cea1d6.jpg,2607,添加剂恐惧症？你需要看看这篇文章,中国科学院计算机网络信息中心,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/10/image/c5e468.jpg,2608,饭后喝酸奶真能减肥？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/09/image/f44f8b.jpg,2609,流鼻血要仰头止血？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/09/image/8577dc.jpg,2610,服用维C能预防流感？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/09/image/5b4540.jpg,2611,牙膏可以治烫伤？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/29/09/image/b6f7f8.jpg,2612,左眼跳财，右眼跳灾？,科普中国-智慧女性,2020/4/29
https://pqnoss.kepuchina.cn/2020/04/28/15/image/84bb73.jpg,2614,“耐药细菌”可致死？到2050年，耐药细菌的危害或将超过癌症,科普中国头条创作与推送,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/15/image/9cfe8a.jpg,2615,面粉能急救烫伤？,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/15/image/dc5a50.jpg,2617,生吃番茄会中毒？,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/15/image/654a9b.jpg,2618,手机发出的蓝光会损害脑细胞？但防蓝光眼镜并无必要,科普中国头条创作与推送,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/15/image/002933.jpg,2619,患糖尿病是因为糖吃多了？,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/15/image/c4133e.jpg,2621,无线耳机致癌？不要再谈“辐射”色变了，真正要担心的是听力,科普中国头条创作与推送,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/15/image/a82467.jpg,2622,喝红糖水可以治痛经？,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/15/image/ae3759.jpg,2623,给宝宝剪睫毛会让睫毛变长？快住手！,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/15/image/e7c95b.jpg,2624,男童被狗舔后死亡？无需恐慌，狂犬病毒只会通过伤口进入人体,科普中国头条创作与推送,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/15/image/61fc83.jpg,2625,只因玩手机导致眼部黄斑病变？专家：手机没有那个能量,科普中国头条创作与推送,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/15/image/9a190f.jpg,2626,日本列岛何去何从？岛弧地区并非缓慢滑向深渊，而是挤压成山,科普中国头条创作与推送,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/15/image/5213a3.jpg,2627,别被忽悠了！黄色卫生纸比白色卫生纸更安全吗？ 真相竟然是……,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/14/image/85719c.jpg,2629,剖腹产真能一刀就完事？,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/14/image/f6757a.jpg,2630,爬楼梯真有助于顺产？,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/14/image/0d2468.jpg,2631,孕期吃太胖剖腹产就可以万事大吉？,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/14/image/c08704.jpg,2632,“残乳”不排容易得乳腺癌？别再坑妈了！,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/14/image/4efafd.jpg,2633,“三岁四岁不分房，五岁六岁悔断肠”是真的吗？,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/14/image/7f116b.jpg,2634,生娃能治痛经？你可太天真了！,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/14/image/c1cc76.jpg,2635,剃了光头娃更凉快，头发也更多？怎么可能！,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/14/image/36e396.jpg,2636,怀孕不能吃螃蟹？真正不能吃的其实是它...,科普中国-智慧女性,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/13/image/5c8f4b.jpg,2637,降压药越贵越好？心血管专家辟谣：满足这4个标准就是好降压药,科学辟谣,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/12/image/d745be.jpg,2638,阿司匹林能抗新型冠状病毒，有效延缓新冠肺炎病情？,科学辟谣,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/28/11/image/aa123b.jpg,2639,5G是新冠病毒的元凶，没有5G就不会爆发疫情？,科学辟谣,2020/4/28
https://pqnoss.kepuchina.cn/2020/04/24/15/image/6f2cd4.jpg,2640,每天一碗醋，3个月血脂没降低，胃却伤了！辟谣：喝醋并不能降血脂！,科学辟谣,2020/4/24
https://pqnoss.kepuchina.cn/2020/04/22/19/image/87b3c8.jpg,2641,奥利司他是唯一安全的减肥药，是真的吗？,科学辟谣,2020/4/22
https://pqnoss.kepuchina.cn/2020/04/22/18/image/e6cb5d.jpg,2642,补充雌激素会得乳腺癌？,科学辟谣,2020/4/22
https://pqnoss.kepuchina.cn/2020/04/22/17/image/d135b8.jpg,2643,长期吃二甲双胍可以轻松减肥？,科学辟谣,2020/4/22
https://pqnoss.kepuchina.cn/2020/04/22/16/image/d6513b.jpg,2644,磷酸氯喹就是原来的“土霉素”，是真的吗？,科学辟谣,2020/4/22
https://pqnoss.kepuchina.cn/2020/04/22/11/image/136bb7.jpg,2645,第三代试管婴儿技术是最好的，可以选择生男生女？,科学辟谣,2020/4/22
https://pqnoss.kepuchina.cn/2020/04/22/11/image/227aa6.jpg,2646,女性切除子宫就变成男性了？,科学辟谣,2020/4/22
https://pqnoss.kepuchina.cn/2020/04/22/11/image/2b4697.jpg,2647,突发心脏病，马上含硝酸甘油？,科学辟谣,2020/4/22
https://pqnoss.kepuchina.cn/2020/04/20/13/image/23ad4d.jpg,2648,喝牛奶可能会导致乳腺癌？,科学辟谣,2020/4/20
https://pqnoss.kepuchina.cn/2020/04/16/11/image/fd8f59.jpg,2649,心梗千万别放支架，得吃一辈子药？医生辟谣：吃药和支架没关系，支架能救命！,科学辟谣,2020/4/16
https://pqnoss.kepuchina.cn/2020/04/15/16/image/e76918.jpg,2650,大量喝水保持喉咙湿润，预防新冠病毒？,科学辟谣,2020/4/15
https://pqnoss.kepuchina.cn/2020/04/08/16/image/dd8bbb.jpg,2652,喝柠檬苏打水可以预防新冠肺炎？,科学辟谣,2020/4/8
https://pqnoss.kepuchina.cn/2020/04/02/12/piyao/image/246bf3.jpg,2654,并非所有日常消毒剂都能有效杀灭新型冠状病毒,科学辟谣,2020/4/8
https://pqnoss.kepuchina.cn/2020/04/08/13/image/d1d7ab.jpg,2655,卡介苗能够抵御新冠病毒？尚无定论,科学辟谣,2020/4/8
https://pqnoss.kepuchina.cn/2020/04/07/15/image/c8707f.jpg,2656,每天用肥皂水洗鼻窦可以降低感染肺炎风险？,科学辟谣,2020/4/7
https://pqnoss.kepuchina.cn/2020/04/01/12/piyao/image/ee26b5.jpg,2657,戴口罩不能绝对避免感染新冠病毒,科学辟谣,2020/4/3
https://pqnoss.kepuchina.cn/2020/04/02/11/piyao/image/d119c6.jpg,2658,咳嗽发热与纤维化程度不相关,科学辟谣,2020/4/3
